S.Aci16581III	S.Aci16581III
S2.Eco13148II	S2.Eco13148II
M.Eco13148III	M.Eco13148III
M.Eco13148III	M.Cfr61I
M.Eco13148III	M.Eas12123II
M.Eco13148III	M.EcoFec10IV
S1.Eco13148III	S1.Eco13148III
S2.Eco13148III	S2.Eco13148III
S1.Eco13353III	S1.Eco13353III
S2.Eco13353III	S2.Eco13353III
S.Eco13846I	S.Eco13846I
S.Eco13846I	S.Eco8196II
S.Eco51542I	S.Eco51542I
S.Eco51542I	S.Kox66I
S.Eco51542I	S.Sen2050IV
S.Eco51542I	S.Sen7836I
S.EcoA9II	S.EcoA9II
S.EcoA9II	S.Eco6409I
S.EcoA9II	S.Eco8007II
S.EcoA9II	S.Eco8009II
S.EcoA9II	S.Eco9050II
S.EcoA9II	S.EcoC9108I
S.EcoA9II	S.EcoprrI
S.EcoA9II	S.EcoA35I
S.EcoA9II	S.Aba7804I
S.EcoA9II	S.EbaNIH2I
S.EcoA9II	S.Eco532I
S.EcoA9II	S.Eco629I
S.EcoA9II	S.Eco3325I
S.EcoA9II	S1.Eco8450I
S.EcoA9II	S.EcoA2I
S.EcoA9II	S.ZmoII
S.EcoA10I	S.EcoA10I
M.EcoA17I	M.EcoA17I
M.EcoA17I	M.Cko86II
Hpy99I	Hpy99I
Hpy99II	Hpy99II
Hpy99II	Hpy51I
Hpy99III	Hpy99III
Hpy99IV	Hpy99IV
Hpy99XIII	Hpy99XIII
Hpy99XIII	Hpy30XIII
Hpy99XIII	Hpy300VIII
Hpy99XIII	Hpy12823XIII
Hpy99XIII	HpyFXVI
Hpy99XIII	HpyAXIV
Hpy99XIII	HpyH1XII
Hpy99XIII	HpyLIM8XII
Hpy99XIII	HpyPU009XV
Hpy99XIII	HpyLIM9XVI
Hpy99XIII	HpyG272XV
Hpy99XIII	HpySH002XIII
Hpy99XIII	HpyUM032XIV
Hpy99XIII	Hpy298XII
Hpy99XIII	HpySH014XV
Hpy99XIII	HpyUM037XIII
S.Hpy99XVI	S.Hpy99XVI
M.Hpy99XX	M.Hpy99XX
M.Hpy99XX	M.Hpy66XV
M.Hpy99XX	M.HpyAs005XV
M.Hpy99XX	M.HpyAs008XIV
M.Hpy99XX	M.HpyAs009V
M.Hpy99XX	M.HpyLIM2III
M.Hpy99XX	M.HpyLIM7XI
M.Hpy99XX	M.HpyMT5125VII
M.Hpy99XX	M.HpyPU002III
M.Hpy99XX	M.HpyPU007XVII
M.Hpy99XX	M.HpyUM032XVI
M.Hpy99XXI	M.Hpy99XXI
M.Hpy99XXI	M.Hpy300X
M.Hpy99XXI	M.HpyPIX
Hpy188I	Hpy188I
Hpy188I	HpyF17I
M.Hpy188I	M.Hpy188I
M.Hpy188I	M.Hpy66V
M.Hpy188I	M.Hpy299V
M.Hpy188I	M.HpyF17I
M.Hpy188I	M.HpyH1X
M.Hpy188I	M.HpyLIM2XII
M.Hpy188I	M.HpyLIM10XI
M.Hpy188I	M.HpyMT5105XI
M.Hpy188I	M.HpyMT5111XI
M.Hpy188I	M.HpyMT5136X
Hpy299IX	Hpy299IX
Hpy300XI	Hpy300XI
Hpy300XI	Hpy99XIV
Hpy300XI	Hpy99XIV-mut1
Hpy300XI	HpySH014XIV
Hpy421I	Hpy421I
Hpy421I	Hpy303I
Hpy421I	Hpy401I
Hpy421I	Hpy471I
Hpy421I	Hpy501I
Hpy421I	HpyHII
Hpy421I	HpyNSH57I
S.HpyMT5136XIII	S.HpyMT5136XIII
S.HpyMT5136XIII	S.HpyAs005XVII
S.HpyMT5136XIII	S.HpyMT5111XIII
M.HpyN6II	M.HpyN6II
M.HpyN6II	M.Hpy99XI
HpyNSH57II	HpyNSH57II
HpyNSH57II	HpyGI
M1.HpyPU001XII	M1.HpyPU001XII
M2.HpyPU001XII	M2.HpyPU001XII
S.HpyPU001XIV	S.HpyPU001XIV
S.HpyPU001XV	S.HpyPU001XV
S.HpyPU001XV	S.HpyPU001XIII
S.HpyPU002XI	S.HpyPU002XI
M.HpyPU003XV	M.HpyPU003XV
M.HpyPU003XV	M.Hpy66XVII
M.Mmu11497III	M.Mmu11497III
M.Mmu11658II	M.Mmu11658II
M.Mmu11658II	M.Mmu11819II
M.Mmu11658II	M.Mmu35240DI
M.Mmu11658II	M.Aru100122I
M.Mmu11658II	M.Nfa33949II
M.Mmu11658II	M.Not1934I
M.Mmu11819I	M.Mmu11819I
M.Mmu11819I	M.Mmu11497II
M.Mmu11819I	M.Mmu11658I
M.Mmu11819I	M.Mmu35240DII
M.MmyCI	M.MmyCI
M1.MmyCIII	M1.MmyCIII
M.MmyCIV	M.MmyCIV
M2.MmyCVI	M2.MmyCVI
M2.MmyCVI	M2.McaCI
MnlI	MnlI
S1.Mod11036II	S1.Mod11036II
S1.Mod11036II	S1.Mod11036I
S.Mod11180I	S.Mod11180I
S.Mod11180II	S.Mod11180II
S.Mos350I	S.Mos350I
M.Mov10151I	M.Mov10151I
M.Mov10151I	M.HpaI
M.Mov10151I	M.LspF0590II
M.Mov10151I	M.Rsp7I
M.Mov10151III	M.Mov10151III
S.Mov11969I	S.Mov11969I
M.Mpa1757I	M.Mpa1757I
M.Mpa1757I	M.AspWA102II
M.Mpa1757I	M.PbaD1II
S.Mpa1757I	S.Mpa1757I
M.Mpa1757III	M.Mpa1757III
M.Mpa1757III	M.Mae7806SLIV
M.Mpa1757IV	M.Mpa1757IV
M.Mpa1757IV	M.Mae7806SLVII
M.Mpa1757IV	M.CcuG1III
M.Mpa1757V	M.Mpa1757V
M.Mpa1757V	M.CagIII
M.Mpa1757V	M.Mae7806SLVIII
M.MpaBPI	M.MpaBPI
S.MpaBPI	S.MpaBPI
M.MpaBPII	M.MpaBPII
M.MpaBPII	M.DvuII
M.MpeII	M.MpeII
S.MpnII	S.MpnII
M.Mpn10119I	M.Mpn10119I
M.Mpn10119I	M.MpnI
S.MprAceLI	S.MprAceLI
S.MprAceLII	S.MprAceLII
S.MprAceLII	S.Tpt11468I
S.MprAceLIII	S.MprAceLIII
M.MprAceLIV	M.MprAceLIV
M.MprAceLIV	M.PfuZJU1II
M.MprAceLIV	M.PliMII
M.MprAceLIV	M.Mtu2122I
M.MprAceLIV	M.Pma9302I
M.MprAceLIV	M.PspE19II
M.MprAceLIV	M.PspE133I
M.MprAceLIV	M.PspE225I
M.MprAceLIV	M.TspARh3II
M.MprAceLIV	M.Lal216I
S.MprAceLIV	S.MprAceLIV
S2.MprAceLVI	S2.MprAceLVI
MprAceLVII	MprAceLVII
M.Mro24000I	M.Mro24000I
S.Mro24000I	S.Mro24000I
S.MroGW6I	S.MroGW6I
S.Mru1279I	S.Mru1279I
M.Mru1279II	M.Mru1279II
M.Mru1279V	M.Mru1279V
M.MscI	M.MscI
MseI	MseI
M.MseI	M.MseI
M.Mse4524I	M.Mse4524I
M.Mse4524I	M.Blu1784II
M.Mse4524I	M.MspPH06II
M.Mse4524I	M.Nal45188I
M.Msi9946I	M.Msi9946I
M.Msi9946I	M.Sam53668III
M.MsiTI	M.MsiTI
M.MsiTII	M.MsiTII
MspI	MspI
M.MspI	M.MspI
M.Msp1I	M.Msp1I
S.Msp1I	S.Msp1I
M.Msp1II	M.Msp1II
M.Msp8I	M.Msp8I
M.Msp8I	M.Mfo1542I
M.Msp8I	M.Bau1417II
M.Msp8I	M.MfoCT6I
M.Msp8I	M.Mte10856I
S.Msp8I	S.Msp8I
S.Msp10II	S.Msp10II
S1.Msp165I	S1.Msp165I
S.PspG13I	S.PspG13I
Psp10HII	Psp10HII
S.PspHJ039III	S.PspHJ039III
S.PspHJ039IV	S.PspHJ039IV
M1.PspHUN102II	M1.PspHUN102II
S.PspJ380I	S.PspJ380I
M.PspJDRI	M.PspJDRI
S.PspMBI7I	S.PspMBI7I
S.PspMBI7II	S.PspMBI7II
S.PspMBI7III	S.PspMBI7III
S.PspMBI7III	S.Mmo365IV
PspMR102II	PspMR102II
PspOMI	PspOMI
M.PspOMI	M.PspOMI
M.PspOMI	M.MthHHVI
PspOMII	PspOMII
S.PspOMIII	S.PspOMIII
M.PspOMV	M.PspOMV
S.PspOMV	S.PspOMV
M.PspOMVI	M.PspOMVI
M1.Psp32OWII	M1.Psp32OWII
M2.Psp32OWII	M2.Psp32OWII
PspPI	PspPI
M.PspPI	M.PspPI
M.PspPI	M.Eco47II
PspPRI	PspPRI
M.PspR76II	M.PspR76II
M.PspR76II	M.Psp42545II
S1.PspRep29I	S1.PspRep29I
S2.PspRep29II	S2.PspRep29II
M.PspS04I	M.PspS04I
M.PspS04I	M.PflS12I
M.PspS04I	M.Msp165I
M.PspS04I	M.Vna16373I
S.PspS04I	S.PspS04I
M.PspS12II	M.PspS12II
S.Psp16SW7I	S.Psp16SW7I
S.Psp16SW7II	S.Psp16SW7II
M.PspSiA1I	M.PspSiA1I
M.PspTrK17I	M.PspTrK17I
S.PspTrK17I	S.PspTrK17I
M1.PspW6195I	M1.PspW6195I
M1.PspW6195I	M2.Pin2837II
M.PspW6195III	M.PspW6195III
M.PspW6195IV	M.PspW6195IV
M.PspW6195IV	M.PspF0648V
S.PspWT1I	S.PspWT1I
S.Pst26I	S.Pst26I
S.Pst87I	S.Pst87I
S.Pst87I	S.EcoA9I
S.Pst87I	S.Cfa24236I
S.Pst87I	S.CfrMH16I
S.Pst87I	S.CfrNIH3III
S.Pst87I	S1.VpaWSII
S.Pst87II	S.Pst87II
S.Pst87II	S.EcoC9120I
S.Pst87II	S.Sen9936I
Pst145I	Pst145I
S.Pst273II	S.Pst273II
S.Pst294II	S.Pst294II
S.Pst294II	S.Mmo12358I
S.Pst294II	S.Tsp991II
S.Pst510I	S.Pst510I
S.Pst10450I	S.Pst10450I
S.Pst10450II	S.Pst10450II
M.Pst10473I	M.Pst10473I
S.Pst10475I	S.Pst10475I
M.Pst10835I	M.Pst10835I
M.Pst10835I	M.Pmi12441II
M.Pst10835I	M.Sen7323II
Pst14472I	Pst14472I
Sno506I	Sno506I
S.Sod11214I	S.Sod11214I
SonI	SonI
SonI	ClaI
M.SonI	M.SonI
S.SonII	S.SonII
M.SonIII	M.SonIII
S.SonIV	S.SonIV
S.Sor367I	S.Sor367I
S3.Sor10232I	S3.Sor10232I
S.Sor10232II	S.Sor10232II
S.Sor10232III	S.Sor10232III
S.Sor10232III	S1.Sor100I
M.Sor11427I	M.Sor11427I
M.Sor11427I	M.EfaDM01II
S.SorTM7I	S.SorTM7I
S.SorTM7I	S.SbaCM006I
S1.SorTM7II	S1.SorTM7II
S1.Spa11032II	S1.Spa11032II
S1.Spa11032II	S1.Spn01III
S1.Spa11032II	S1.Spn30II
S1.Spa11032II	S3.Spn475II
S1.Spa11032II	S1.Spn476II
S1.Spa11032II	S1.Spn11888III
S1.Spa11032II	S2.Spn11889III
S1.Spa11032II	S.Spn11890II
S1.Spa11032II	S1.Spn11891V
S1.Spa11032II	S2.Spn11895III
S1.Spa11032II	S1.Spn11900III
S1.Spa11032II	S.Spn12140V
S1.Spa11032II	S1.Spn12495II
S1.Spa11032II	S1.Spn13753II
S1.Spa11032II	S.Spn13755III
S1.Spa11032II	S1.Spns521II
S.Spa11032IV	S.Spa11032IV
S.Spa11032IV	S1.Spn01I
S.Spa11032IV	S1.Spn30I
S.Spa11032IV	S1.Spn61II
S.Spa11032IV	S1.Spn98I
S.Spa11032IV	S1.Spn322I
S.Spa11032IV	S3.Spn475I
S.Spa11032IV	S1.Spn525I
S.Spa11032IV	S1.Spn574I
S.Spa11032IV	S1.Spn7466II
S.Spa11032IV	S.Spn7466III
S.Spa11032IV	S.Spn11886V
S.Spa11032IV	S.Spn11889II
S.Spa11032IV	S1.Spn11890I
S.Spa11032IV	S.Spn11890IV
S.Spa11032IV	S.Spn11893I
S.Spa11032IV	S1.Spn11893II
S.Spa11032IV	S1.Spn11899III
S.Spa11032IV	S1.Spn11899IV
S.Spa11032IV	S1.Spn11901II
S.Spa11032IV	S4.Spn11904II
S.Spa11032IV	S2.Spn11905I
S.Spa11032IV	S.Spn11905II
S.Spa11032IV	S1.Spn11908I
S.Spa11032IV	S1.Spn12495I
S.Spa11032IV	S5.Spn170132II
S.Spa12854I	S.Spa12854I
S.Spa12854I	S.Ssu66II
M.SpaACT12I	M.SpaACT12I
S.SpaACT12I	S.SpaACT12I
M.SpaD2I	M.SpaD2I
M1.SpaD2II	M1.SpaD2II
M1.SpaD2II	M1.Pme5I
S.SpaD2II	S.SpaD2II
M.SpaD2III	M.SpaD2III
M.SpaD2IV	M.SpaD2IV
S.Spe13830I	S.Spe13830I
S1.Spe19205III	S1.Spe19205III
Spe19205IV	Spe19205IV
Spe19205IV	DrdVI
Spe19205IV	PmaMED4I
M1.Spe19205IV	M1.Spe19205IV
M2.Spe19205IV	M2.Spe19205IV
M2.Spe19205IV	M2.DrdVI
M.Spe19205V	M.Spe19205V
SphI	SphI
M.SphI	M.SphI
M1.Spi13836I	M1.Spi13836I
M2.Spi13836I	M2.Spi13836I
S1.Spn98II	S1.Spn98II
S1.Spn98II	S3.Spn573I
S1.Spn98II	S.Spn11891VII
S1.Spn98II	S.Spn11895V
S1.Spn98II	S1.Spn11898I
S1.Spn98II	S1.Spn11904V
S2.Spn310I	S2.Spn310I
S2.Spn475I	S2.Spn475I
S.Spn475III	S.Spn475III
S.Spn475III	S3.Spa11032III
S.Spn475III	S3.Spn55I
S.Spn475III	S1.Spn110I
S.Spn475III	S1.Spn476I
S.Spn475III	S.Spn573V
S.Spn475III	S1.Spn1374I
S.Spn475III	S1.Spn11886II
S.Spn475III	S1.Spn11888I
S.Spn475III	S.Spn11895IV
S.Spn475III	S3.Spn11895VI
S.Spn475III	S3.Spn11900I
S.Spn475III	S1.Spn11904I
S.Spn475III	S.Spn11904VI
S.Spn475III	S4.Spn12140IV
S.Spn475III	S1.Spn75752I
S.Spn475III	S.Spn75752IV
S.Spn475III	S1.Efa2244I
S.Spn475III	S1.Sag8182I
S.Spn475III	S1.Sag515CII
Spn475VA	Spn475VA
Spn475VA	M1.Hha10659II
Spn475VA	Sor11427IIA
Spn475VA	Spn7466IVA
Spn475VA	Spn11891IVA
Spn475VB	Spn475VB
Spn475VB	Sor11427IIB
Spn475VB	Spn11891IVB
S1.Spn566I	S1.Spn566I
S2.Spn566I	S2.Spn566I
AbaPBA3II	AbaPBA3II
M.AbaPBA3III	M.AbaPBA3III
M.AbaPBA3IV	M.AbaPBA3IV
S.Abe320II	S.Abe320II
S.Abe320III	S.Abe320III
S.Abe320IV	S.Abe320IV
M1.Abe3185I	M1.Abe3185I
S.Abe3185I	S.Abe3185I
S.Abe3185I	S.Acc65III
AbrI	AbrI
M.AbrI	M.AbrI
S.Abr4035I	S.Abr4035I
Abr4036II	Abr4036II
S.Abr4038II	S.Abr4038II
S.Abr4038III	S.Abr4038III
S.AbrSp7III	S.AbrSp7III
S.Aca72I	S.Aca72I
S.Aca75I	S.Aca75I
M.Aca75II	M.Aca75II
M.Aca2539II	M.Aca2539II
M.Aca2539II	M.Kox11683III
S.Aca2539II	S.Aca2539II
S.Aca7364I	S.Aca7364I
S.Aca7364I	S.Aha10306I
S.Aca7364III	S.Aca7364III
S.Aca12244I	S.Aca12244I
S.Aca12244I	S.Asa22732I
S.Aca12244II	S.Aca12244II
S.AcaR256II	S.AcaR256II
S.AcaR256II	S.Psp3121III
S.AcaR256III	S.AcaR256III
AccI	AccI
M.AccI	M.AccI
M.AccI	M.FpsFPG3II
M.AccI	M.SdeAIV
AccII	AccII
AccIII	AccIII
S.AccIV	S.AccIV
M.AccV	M.AccV
S2.AccV	S2.AccV
S.AccVII	S.AccVII
AccVIII	AccVIII
AccVIII	EbaNIH1II
AccVIII	EbaNIH3I
AccVIII	Eco57I
AccVIII	Eco9272I
AccVIII	EcoC9969I
AccVIII	Eta370I
AccVIII	Mha185III
AccVIII	Mha187III
AccVIII	Mha1282IV
AccVIII	Mha1454III
AccVIII	Pje697VI
AccVIII	PjeF0106VI
AccIX	AccIX
M.AccXI	M.AccXI
Acc65I	Acc65I
Acc65V	Acc65V
Acc65V	Aju10307I
Acc65V	MboIII
Acc65V	Mbo9426III
Acc65V	Pac19842II
M.Acc65VI	M.Acc65VI
S.Ach28831I	S.Ach28831I
S.AchA6I	S.AchA6I
AchA6III	AchA6III
AciI	AciI
M.AciI	M.AciI
S.AciII	S.AciII
M.Aci16581I	M.Aci16581I
S.Aci16581II	S.Aci16581II
M.Apa11296I	M.Apa11296I
S.Apa12260I	S.Apa12260I
M.Apa12260II	M.Apa12260II
M.Apa12260II	M.LhoZ1III
M.Apa12260II	M.Tbi13354I
M.Apa12260II	M.XfaTII
M.Apa12260II	M.Ach28831I
M.Apa12260II	M.Ahi172I
M.Apa12260II	M.Fnu11326I
M.Apa12260II	M.Fpr302I
M.Apa12260II	M.Fpr95bIII
M.Apa12260II	M.Fsp71II
M.Apa12260II	M.Pan11460I
M.Apa12260II	M.Gva296I
M.Apa12260II	M.Hmu12031I
M.Apa12260II	M.AthPAL5II
M.Apa12260II	M.Fnu10562IV
M.Apa12260II	M.Hmu12198I
M.Apa12260II	M.Hpy32XIV
M.Apa12260II	M.HpyAXIII
M.Apa12260II	M.HpyAs005XVIII
M.Apa12260II	M.HpyAs008XII
M.Apa12260II	M.HpyFXIV
M.Apa12260II	M.HpyPU001XV
M.Apa12260II	M.HpyPU004XV
M.Apa12260II	M.HpyPU007XV
M.Apa12260II	M.HpyPU008XV
M.Apa12260II	M.HpyPU010VII
M.Apa12260II	M.HpyMT5118X
M.Apa12260II	M.Hpy99XVI
M.Apa12260II	M.HpyLIM1II
M.Apa12260II	M.Mcl10199AI
M.Apa12260II	M.Psp1327I
M.Apa12260II	M.PspE225II
M.Apa12260II	M.PspE1522I
M.Apa12260II	M.Ssp592I
S.Apa12260II	S.Apa12260II
S.Apa12260II	S.LhoZ1III
S.Apa101655I	S.Apa101655I
S.Apa101655III	S.Apa101655III
M.ApaHSI	M.ApaHSI
M.ApaHSI	M.Fba8I
M.ApaHSI	M.Fco1691I
M.ApaHSI	M.BcaHPQLIII
M.ApaHSI	M.BspD4I
M.ApaHSI	M.Fhi13514I
M.ApaHSI	M.PspE228III
S.ApaHSI	S.ApaHSI
M.ApaLI	M.ApaLI
ApeKI	ApeKI
ApeKI	TneI
S1.Aph11096I	S1.Aph11096I
S2.Aph11096II	S2.Aph11096II
M.Api2010I	M.Api2010I
M.Api2010I	M.BspHIII
AplI	AplI
M.AplI	M.AplI
M.Apl10976I	M.Apl10976I
M.Apl10976I	M.Hin199II
M.Apl10976I	M.HincII
M.Apl10976I	M.HindII
S1.Apl10976III	S1.Apl10976III
S.Apl11383I	S.Apl11383I
S.Apl11383II	S.Apl11383II
S.Apl11383II	S.Ali4191I
S.Apl11383II	S.Ali4189I
S.Apl11383II	S.Hpa7857II
S.Apl11384I	S.Apl11384I
S.Apl11384I	S.Apl10976IV
M1.Apl11384III	M1.Apl11384III
M1.Apl11384III	M2.Cca12242III
M1.Apl11384III	M2.Csp323I
M1.Apl11384III	M1.Kki13331I
M1.Apl11384III	M2.Ran11014II
ApoI	ApoI
M.ApoI	M.ApoI
M.ApoII	M.ApoII
S.ApoII	S.ApoII
M.ApoIII	M.ApoIII
S.ApoF0714I	S.ApoF0714I
S.AprF0231I	S.AprF0231I
AquI	AquI
M.AquIB	M.AquIB
M.AquIA	M.AquIA
AquII	AquII
S.Ara36733I	S.Ara36733I
M.Ara36733II	M.Ara36733II
S.Ara36733II	S.Ara36733II
M.Aro10801I	M.Aro10801I
M.Aro10801I	M.HhaVI
S1.Aro10801I	S1.Aro10801I
S2.Aro10801I	S2.Aro10801I
AscI	AscI
M.AscI	M.AscI
M.AscII	M.AscII
AseI	AseI
M.AseI	M.AseI
M.AseI	M.Hpa10671II
M.AseI	M.PbaD1V
M.AseI	M.VspI
S.Ase10977I	S.Ase10977I
S.Ase10977I	S.HinC486III
S.Ase10977I	S.Hin2866II
M.Ask12713I	M.Ask12713I
Asl11923II	Asl11923II
Asl11923II	Asp114pII
Asl11923II	Asp337I
M.Asp7I	M.Asp7I
M.Asp146II	M.Asp146II
S.Asp146II	S.Asp146II
M.Asp146III	M.Asp146III
S.Asp146III	S.Asp146III
S.Asp190I	S.Asp190I
S.Asp513II	S.Asp513II
S.BisII	S.BisII
M.BisIII	M.BisIII
BkrAM31DI	BkrAM31DI
M.Ble401I	M.Ble401I
Ble401II	Ble401II
M.Ble401III	M.Ble401III
S.Ble401IV	S.Ble401IV
S.Ble402V	S.Ble402V
S.Ble402VI	S.Ble402VI
S.Ble4824I	S.Ble4824I
S.Ble4824II	S.Ble4824II
S.Bli37I	S.Bli37I
Bli1904II	Bli1904II
S.Bli8721I	S.Bli8721I
S.Bli10341I	S.Bli10341I
S.Bli10341I	S.Bfl4941III
S.Bli10341II	S.Bli10341II
M.BlmNCII	M.BlmNCII
M.BlmNCIII	M.BlmNCIII
Blo11817I	Blo11817I
Blo11817I	Bbr57II
Blo11817I	Bbr215II
Blo11817I	Blo11818I
Blo11817I	Blo13219I
Blo11817I	Bbr7017II
S3.Blo30698II	S3.Blo30698II
M.BlpI	M.BlpI
M.Blu1784III	M.Blu1784III
S.Bme11I	S.Bme11I
S.Bme11I	S.BveKMU01I
S.BmeD34I	S.BmeD34I
S.BmeD34I	S.Bam69I
S.BmeD34I	S.Bve001I
S.BmeD34I	S.Bve195733I
S.BmeD34I	S.BveNST6I
BmrI	BmrI
BmrI	BfiI
M1.BmrI	M1.BmrI
M1.BmrI	M1.BfiI
M2.BmrI	M2.BmrI
M2.BmrI	M2.BfiI
BmtI	BmtI
M.BmtI	M.BmtI
M.BmtII	M.BmtII
S.Bmu246III	S.Bmu246III
M.Bmu17616I	M.Bmu17616I
M.Bmu17616I	M.Bam419I
M.Bmu17616I	M.BamHSJ1I
M.Bmu17616I	M.Bce82I
M.Bmu17616I	M.Bce187I
M.Bmu17616I	M.Bce345I
M.Bmu17616I	M.Bce842I
M.Bmu17616I	M.Bce895I
M.Bmu17616I	M.Bce10661I
M.Bmu17616I	M.Bce10743I
M.Bmu17616I	M.Bce13417I
M.Bmu17616I	M.Bce22E1I
M.Bmu17616I	M.BceH111II
M.Bmu17616I	M.BcoXL73I
M.Bmu17616I	M.Bgl94I
M.Bmu17616I	M.Bgl188II
M.Bmu17616I	M.Bgl346I
M.Bmu17616I	M.Bgl389I
M.Bmu17616I	M.Bgl2196II
M.Bmu17616I	M.Bgl12378I
M.Bmu17616I	M.Bgl41cIII
M.Bmu17616I	M.Bla383I
M.Bmu17616I	M.Bma3709I
M.Bmu17616I	M.BmaB1II
M.Bmu17616I	M.BmaBMZI
M.Bmu17616I	M.Bmu246I
M.Bmu17616I	M.Bmu13007I
M.Bmu17616I	M.Bok13388I
M.Bmu17616I	M.Bps982I
M.Bmu17616I	M.Bps1651I
M.Bmu17616I	M.Bps6700I
M.Bmu17616I	M.Bps10134I
M.Bmu17616I	M.Bps976100II
M.Bmu17616I	M.BpsR668I
M.Bmu17616I	M.Bse18I
M.Bmu17616I	M.BspRB39II
M.Bmu17616I	M.Bst67II
M.Bmu17616I	M.Bth237I
M.Bmu17616I	M.Bth238I
M.Bmu17616I	M.Bth243I
M.Bmu17616I	M.Bth426I
M.Bmu17616I	M.Bvi239I
M.Bov10512I	M.Bov10512I
M.Bov10512I	M.Bab624I
S1.Bov11153I	S1.Bov11153I
M2.Bov11153II	M2.Bov11153II
M2.Bov11153II	M2.BdoJR03III
M2.Bov11153II	M2.Bth13706II
S1.Bov11153II	S1.Bov11153II
M.Bpa9945I	M.Bpa9945I
S.BpaFA6I	S.BpaFA6I
BpeH640I	BpeH640I
S.Bpi12874IV	S.Bpi12874IV
M.Bpi13046I	M.Bpi13046I
M.Bpi13046I	M.Bhy27164II
M.Bpi13046I	M.Bpi12874II
M.Bpi13046III	M.Bpi13046III
M.Bpi13046III	M.Bhy27164IV
M.Bpi13046III	M.Bpi12874III
S.Cco11366I	S.Cco11366I
S.Cco11366I	S.Cco14983I
S.Cco11366I	S.Cje264IV
S.Cco11366I	S.Cje12109I
S.Cco11366I	S.Cje54107I
S.Cco11366I	S.CjeC13265I
S.Cco11366I	S.CjeF38011II
M.Cco11366II	M.Cco11366II
M.Cco11366II	M.Cco54106IV
M.Cco11366II	M.Cje422III
M.Cco11366II	M.Cje13105II
M.Cco11366II	M.Pma10699I
M.Cco11366II	M.Aga11188IV
M.Cco11366II	M.SspMR4yII
Cco11366III	Cco11366III
M.Cco11437III	M.Cco11437III
Cco11437IV	Cco11437IV
Cco11437IV	Cco9557IV
Cco11437IV	Cco11366VI
Cco11437IV	Cco12884IV
Cco11437IV	Cje12109VI
Cco11437IV	Cco14983VI
Cco11437IV	Cje262III
Cco11437IV	Cje263II
Cco11437IV	CjeFV
Cco11437IV	CjeYH002II
Cco11437IV	Cla11845III
Cco12570II	Cco12570II
Cco12570II	Cco280III
S.Cco12571IV	S.Cco12571IV
Cco12571V	Cco12571V
M.Cco12885IV	M.Cco12885IV
S.Cco13027II	S.Cco13027II
S.Cco13028I	S.Cco13028I
M.Cco13028II	M.Cco13028II
M.Cco13028II	M.Cco2909II
M.Cco13028II	M.Cte539I
M.Cco13028II	M.Cte540I
M.Cco13028II	M.Cte500I
Cco14983III	Cco14983III
Cco14983III	CjeF38011III
M.Cco14983IV	M.Cco14983IV
M.Cco14983IV	M.Cje262I
M.Cco14983IV	M.Cje264III
M.Cco14983IV	M.Cje14980III
M.Cco14983IV	M.CjeC13255II
M.Cco14983IV	M.CjeFII
M.Cco14983IV	M.Csu24374III
S.Cco14983IV	S.Cco14983IV
S.Cco54106I	S.Cco54106I
S.Cco54106I	S.Cco9557II
S.Cco54106I	S.Cje266II
Cco54106III	Cco54106III
M.CcoB035II	M.CcoB035II
M.CcoB035III	M.CcoB035III
CcoLI	CcoLI
S.CcrNAII	S.CcrNAII
M.CcrNAV	M.CcrNAV
M.CcuG1I	M.CcuG1I
S.CcuG1I	S.CcuG1I
M.Ccy11863I	M.Ccy11863I
M.Cdi81I	M.Cdi81I
M.Cdi81I	M.Cdi267II
M.Cdi81I	M.Cdi10010I
M.Cdi81I	M.Cdi13749I
M.Cdi81I	M.Cdi20265I
M.Cdi81I	M.Cdi21062I
M.Cdi81I	M.PbaVA2I
M.Cdi81II	M.Cdi81II
M.Cdi81II	M.Cdi13747I
M.Cdi81II	M.Cdi20265II
Cdi81III	Cdi81III
Cdi81III	Cdi20476III
S.Cdi197I	S.Cdi197I
Cdi197II	Cdi197II
Cdi197II	Cdi1678I
Cdi197II	Cdi7838II
Cdi197II	Cdi11397I
Cdi197II	CdpI
S.Cdi269II	S.Cdi269II
S.Cdi269II	S.Cdi13746I
S.Cdi269II	S.Cte500II
S.Cdi380I	S.Cdi380I
M.Cdi630I	M.Cdi630I
M.Cdi630III	M.Cdi630III
M.Cdi630IV	M.Cdi630IV
S.Cdi7838I	S.Cdi7838I
S.Cdi7838I	S.Cdi11397II
S.Cdi11397III	S.Cdi11397III
S.Cdi13366I	S.Cdi13366I
M.Cdi13746III	M.Cdi13746III
Cdi13746V	Cdi13746V
S.Cdi13747I	S.Cdi13747I
S.Cdi13747I	S.Cbo29I
S.Cdi13748I	S.Cdi13748I
S.Cdi13748I	S.Smo310I
Cdi13748III	Cdi13748III
Cdi13750III	Cdi13750III
Cdi13750III	Rgo13296IV
S.Cdi20265II	S.Cdi20265II
S.Cdi20265II	S.Cdi81II
S.Cdi20266II	S.Cdi20266II
S.Cdi20472I	S.Cdi20472I
M1.Cdi20472III	M1.Cdi20472III
M2.Cdi20477III	M2.Cdi20477III
M1.DbaKI	M1.DbaKI
M1.DbaKI	M1.Apa12260I
M1.DbaKI	M1.Dac11109IV
M1.DbaKI	M1.DspSRB1II
M1.DbaKI	M1.PcaI
M2.DbaKI	M2.DbaKI
